1,0.1,150,0,1
1,0.2,150,0,1
1,0.3,150,0,1
1,0.4,150,0,1
1,0.5,150,0,1
1,0.6,150,0,1
1,0.7,150,0,1
1,0.8,150,0,1
1,0.9,150,0,1
1,0.99,150,0,1
1,0.1,200,0,1
1,0.2,200,0,1
1,0.3,200,0,1
1,0.4,200,0,1
1,0.5,200,0,1
1,0.6,200,0,1
1,0.7,200,0,1
1,0.8,200,0,1
1,0.9,200,0,1
1,0.99,200,0,1
1,0.1,250,0,1
1,0.2,250,0,1
1,0.3,250,0,1
1,0.4,250,0,1
1,0.5,250,0,1
1,0.6,250,0,1
1,0.7,250,0,1
1,0.8,250,0,1
1,0.9,250,0,1
1,0.99,250,0,1
1,0.1,300,0,1
1,0.2,300,0,1
1,0.3,300,0,1
1,0.4,300,0,1
1,0.5,300,0,1
1,0.6,300,0,1
1,0.7,300,0,1
1,0.8,300,0,1
1,0.9,300,0,1
1,0.99,300,0,1
1,0.1,350,0,1
1,0.2,350,0,1
1,0.3,350,0,1
1,0.4,350,0,1
1,0.5,350,0,1
1,0.6,350,0,1
1,0.7,350,0,1
1,0.8,350,0,1
1,0.9,350,0,1
1,0.99,350,0,1
1,0.1,400,0,1
1,0.2,400,0,1
1,0.3,400,0,1
1,0.4,400,0,1
1,0.5,400,0,1
1,0.6,400,0,1
1,0.7,400,0,1
1,0.8,400,0,1
1,0.9,400,0,1
1,0.99,400,0,1
1,0.1,450,0,1
1,0.2,450,0,1
1,0.3,450,0,1
1,0.4,450,0,1
1,0.5,450,0,1
1,0.6,450,0,1
1,0.7,450,0,1
1,0.8,450,0,1
1,0.9,450,0,1
1,0.99,450,0,1
